train/test,log type,severity,class,text,Reference,label_4class,label_node,label_job,label_total
test,HPE IML,3,"bus, io module, pci","Uncorrectable PCI Express Error Detected. [UNKNOWN] 0 (Segment 0x0. Bus 0x83. Device 0x0. Function 0x0).  Uncorrectable Error Status: 0x0,",,0,1,1,1
test,syslog,3,service,systemd: Failed to start General Parallel File System SDR Daemon.,,0,1,1,1
train,HPE IML,2,power,System Power Supply: General Failure (Power Supply 6),,0,1,1,1
train,syslog,3,"bios, firmware, driver","openib[eth ID]: Module mlx5_core belong to kernel-core which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1
train,DELL LC ,2,"voltage, current",The arg1 sensor detected an error with a value of arg2 Volts.,,0,1,1,1
test,syslog,3,service,"kernel: lockd: failed to reclaim lock for [PID] (errno -37, status 4)",,0,1,1,1
train,syslog,3,file system,kernel: XFS (md[NUM]:) Invalid block length ([NUM]x0) for buffer,,0,1,1,1
train,syslog,3,switch,"kernel: nvidia-nvswitch0: SXid (PCI:[device id]): 20034, Severity 0 Engine instance 24 Sub-engine instance 00",,0,1,1,1
train,syslog,3,file system,mmsysmon: [E] Event raised: IB RDMA NIC mlx5_0[path] was not recognized,,0,1,1,1
train,DELL LC ,3,board,Unable to turn on the server because the chassis infrastructure not ready.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",One or more PCI Parity errors (PERR) have occurred.,,0,1,1,1
train,DELL LC ,2,"bmc, management module",The system is halted because there is no response from the Management Module in return to a request for supplying extra power.,,0,1,1,1
train,syslog,3,file system,mmfs: [E] Deleted node [ip] ([agpu NODE ID]) is still up.,,0,1,1,1
train,syslog,2,os,abrt-dump-journal-oops: abrt-dump-journal-oops: Found oopses: 1,https://www.mankier.com/1/abrt-dump-journal-oops,0,1,1,1
train,syslog,3,os,kernel: Expanded resource Reserved due to conflict with PCI Bus [kNUM]:00,,0,1,1,1
train,DELL LC ,3,memory,Cannot allocate memory.,,0,1,1,1
train,DELL LC ,2,cpu,CPU arg1 failed to initialize.,,0,1,1,1
train,syslog,3,"bios, firmware, driver",kernel: nvidia_peermem: Unknown symbol ib_unregister_peer_memory_client (err 0),https://forums.developer.nvidia.com/t/rivermax-gpudirect/228633,0,1,1,1
train,syslog,3,service,systemd: nvidia-persistenced.service: Killing process ([NUM]) (nvidia-persiste) with signal SIGKILL.,,0,1,1,1
test,syslog,3,file system,"mmfs: [E] Timeout executing cmdexec compatible pipeOpen command ""[path]"" args ""mmksh -c [path] [path] 2>[path] "" with delay 104.857500 secs, num read status 20",,0,1,1,1
train,DELL LC ,3,"voltage, current",The mezzanine card arg1 arg2 voltage is less than the lower critical threshold.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",A bus time-out was detected on a component at bus arg1 device arg2 function arg3 .,,0,1,1,1
train,HPE IML,3,memory,NVDIMM arming error,,0,1,1,1
test,DELL LC ,2,board,The control panel temperature is greater than the upper critical threshold.,,0,1,1,1
train,DELL LC ,3,"voltage, current",The memory module arg1 arg2 voltage is outside of range.,,0,1,1,1
train,HPE IML,2,power,The Battery Backup Unit in Power Supply bay%1 is discharging,,0,1,1,1
train,DELL LC ,2,"bios, firmware, driver",The BIOS Recovery process failed consecutively for three times because of unknown issues.,,0,1,1,1
train,DELL LC ,2,power,PSU arg1 exceeded upper temperature threshold and has been turned off.,,0,1,1,1
train,DELL LC ,2,board,The system is automatically turned off because of insufficient cooling.,,0,1,1,1
train,DELL LC ,3,memory,Intel SMI 2 Memory interconnect arg1 has a non-recoverable issue.,,0,1,1,1
test,syslog,3,service,gdrcopy: modinfo: ERROR: Module gdrdrv not found.,,0,1,1,1
train,syslog,3,file system,kernel: XFS (md[NUM]:) last sector read failed,,0,1,1,1
train,syslog,3,gpu,kernel: NVRM: The NVIDIA GPU [device id]#012NVRM: (PCI ID: [kNUM]:[kNUM]) installed in this system has#012NVRM: fallen off the bus and is not responding to commands.,,0,1,1,1
test,syslog,3,service,systemd: nvidia-fabricmanager.service: State 'stop-sigterm' timed out. Killing.,,0,1,1,1
train,syslog,3,"bios, firmware, driver",kernel: mlx_compat: loading out-of-tree module taints kernel.,,0,1,1,1
train,HPE IML,2,board,Server Critical Fault (Service Information: Fault Type Unknown. Riser Card Assembly. Riser Boards Temp (02h)),,0,1,1,1
train,HPE IML,3,power,Unsupported power supply detected,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",A bus uncorrectable error was detected on a component at slot arg1 .,,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(ldlm_resour[kNUM]:[kNUM]:ldlm_resource_complain()) lsr07-MDT[kNUM]mdc-[ID]: namespace resource [[ADDR]LOG IDx1:[ADDR]].[ADDR] ([ID]) refcount nonzero ([NUM]) after lock cleanup; forcing cleanup.,,0,1,1,1
train,HPE IML,3,memory,NVDIMMs have been removed from Processor%1. All NVDIMMs on Processor %2 have beendisabled,,0,1,1,1
train,HPE IML,2,power,Mismatched power supply,,0,1,1,1
train,syslog,3,file system,"kernel: LustreError: LOG ID:(osc_quota.c:309:osc_quotactl()) ptlrpc_queue_wait failed, rc: -5",,0,1,1,1
train,syslog,3,"bios, firmware, driver",kernel: nvidia_peermem: Unknown symbol nvidia_p2p_dma_unmap_pages (err -22),,0,1,1,1
test,DELL LC ,3,"bmc, management module",The Chassis Management Controller (CMC) is unable to communicate with the PCIe subsystem.,,0,1,1,1
train,syslog,3,storage,"smartd: Device: [path], Critical Warning ([ADDR]): VolMemBackup",,0,1,1,1
test,DELL LC ,2,memory,Memory device at location arg1 is overheating.,,0,1,1,1
test,HPE IML,3,memory,"NVDIMM error: Processor %1, DIMM %2(SN:%3-%4-%5-%6)",,0,1,1,1
train,syslog,3,file system,mmfs: [E] Close connection [ip] [sth NODE ID] <c0n[interface ID]> (Node failed). Attempting reconnect.,,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(lmv_o[kNUM]:[kNUM]:lmv_statfs()) lsr05-MDT[kNUM]mdc-[ID]: can't stat MDS #0: rc = -5,,0,1,1,1
train,DELL LC ,3,board,Unable to complete the operation because of an issue with the I/O panel cable.,,0,1,1,1
train,syslog,3,"setting, config",kernel: device [device ID]ns[eth ID] entered promiscuous mode,https://m.blog.naver.com/PostView.naver?isHttpsRedirect=true&blogId=geeksblog&logNo=20028102231,0,1,1,1
train,syslog,3,storage,kernel: buffer_io_error: [NUM] callbacks suppressed,,0,1,1,1
test,HPE IML,3,memory,"NVDIMM Error: Processor %1, DIMM %2.NVDIMM set for interleaving enabled but systemconfigured for interleaving disabled. NVDIMMhas been disabled.",,0,1,1,1
train,syslog,3,file system,"mmfs: [E] sdrServ: Communication [path] 132 (<none>)[path], [err 11] Resource temporarily unavailable",,0,1,1,1
train,DELL LC ,2,cpu,CPU arg1 is disabled.,,0,1,1,1
test,DELL LC ,3,memory,Unable to allocate memory.,,0,1,1,1
train,syslog,3,"bios, firmware, driver",root: nv_peer_mem: Error: the following required module is not loaded: ib_core,,0,1,1,1
train,syslog,3,switch,"kernel: nvidia-nvswitch1: SXid (PCI:[device id]): 26004, Timed out while waiting for SOE command completion",,0,1,1,1
train,DELL LC ,2,"voltage, current",The arg1 sensor has failed with a value arg2 Volts.,,0,1,1,1
train,syslog,3,service,systemd: Failed to start General Parallel File System CCR Monitor.,,0,1,1,1
train,syslog,3,"bus, io module, pci",kernel: pcieport [NUM]:c5:[kNUM]: BAR [NUM]: failed to assign [io size 0x[kNUM]],,0,1,1,1
train,syslog,3,"bios, firmware, driver",kernel: mlx5_core [device id]: print_health_info:468:([PID]): synd [ADDR]: firmware internal error,,0,1,1,1
train,DELL LC ,2,fan,Fan arg1 is absent.,,0,1,1,1
train,syslog,2,"voltage, current",Server_Administrator: [NUM] - Instrumentation Voltage sensor detected a failure value #012Sensor location: System Board PDB_VRD_PG_ALL #012Chassis location: Main System Chassis #012Previous state was: Unknown #012Discrete voltage state: Bad,,0,1,1,1
train,DELL LC ,2,"bus, io module, pci",Quick Path Interconnect (QPI) initialization error detected on processor arg1 .,,0,1,1,1
train,syslog,3,os,kernel: pci [pci id] BAR [NUM]: no space for [mem size 0x[kNUM]],,0,1,1,1
train,syslog,3,nic,lldpad: init_ports: Error adding device ib[eth ID],,0,1,1,1
test,syslog,2,os,kernel: BUG: Bad page state in process python pfn:[kNUM],https://bugs.launchpad.net/ubuntu/+source/linux/+bug/1007082,0,1,1,1
train,DELL LC ,3,memory,An error occurred during DDR memory channel initialization on memory slots: arg1 .,,0,1,1,1
train,HPE IML,3,power,A degraded power event has been detected andthe server should be replaced.,,0,1,1,1
train,syslog,3,memory,kernel: Memory failure: buffer overflow when queuing memory failure at [ADDR]x[kNUM],,0,1,1,1
test,DELL LC ,3,"setting, config",A configuration error was detected in the device located here: arg1 . Additional Details: arg2 .,,0,1,1,1
train,DELL LC ,3,"bmc, management module",iDRAC is not responding.,,0,1,1,1
train,DELL LC ,3,memory,One or more memory errors have occurred during the Double Data Rate (DDR) memory channel initialization on the memory slot arg1 .,,0,1,1,1
train,syslog,3,file system,mmfs: [E] This node is being expelled from the cluster.,,0,1,1,1
train,DELL LC ,3,storage,Unable to monitor or manage SAS components because the initialization sequence of the devices did not complete.,,0,1,1,1
train,DELL LC ,2,board,The system board arg1 temperature is greater than the upper critical threshold.,,0,1,1,1
test,syslog,3,file system,mmfs: [E] Remount failed for device gpfs.sr06: Device or resource busy,,0,1,1,1
train,syslog,3,power,kernel: mlx5_core [device id]: mlx5_pcie_event:291:([PID]): Detected insufficient power [path] PCIe slot ([NUM]W).,,0,1,1,1
train,DELL LC ,2,board,The control panel temperature is less than the lower critical threshold.,,0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_10 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_WORK_CREATION  access_TYPE_VIRT_READ",,0,1,1,1
train,DELL LC ,2,cpu,CPU arg1 - Machine check exception detected.,,0,1,1,1
train,syslog,3,file system,kernel: LustreError: [kNUM]: lscr21-MDT[kNUM]mdc-[ID]: This client was evicted by lscr21-MDT[kNUM]; in progress operations using this service will fail.,,0,1,1,1
train,DELL LC ,3,power,Power supply arg1 is offline.,,0,1,1,1
train,syslog,3,power,kernel: mlx5_core [device id]: mlx5_pcie_event:301:([PID]): Detected insufficient power [path] PCIe slot ([NUM]W).,,0,1,1,1
train,HPE IML,3,"bus, io module, pci",PCIe Slot %1 failed to train or no device detectedon a bifurcated slot.,,0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 74, pid=[PIDNUM], NVLink: fatal error detected [path] 0([NUM]x0, [ADDR], [ADDR], 0x[kNUM], [ADDR], [ADDR], [ADDR])",,0,1,1,1
train,DELL LC ,3,nic,The arg1 network link is down.,,0,1,1,1
test,DELL LC ,2,power,The Power Supply Units (PSUs) in the system do not match.,,0,1,1,1
train,DELL LC ,2,memory,The Non-Volatile Dual In-Line Memory Module (NVDIMM) in the memory slot arg1 has encountered a thermal shutdown event during the previous boot.,,0,1,1,1
test,syslog,3,file system,"mmsysmon: [E] Event raised: GPFS CCR client initialization Item=CCR_CLIENT_INIT,ErrMsg='Security initializati[path]',Failed='Security'",,0,1,1,1
train,DELL LC ,2,os,"OS - Suspect corrupt MBR, verify MBR with Anti-Virus Application.",,0,1,1,1
train,DELL LC ,2,"bus, io module, pci",Quick Path Interconnect (QPI) links are operating in slow speed mode.,,0,1,1,1
train,syslog,3,file system,mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]>:[1] (No route to host). Attempting reconnect.,,0,1,1,1
train,HPE IML,2,power,Power fault detected,,0,1,1,1
train,DELL LC ,3,power,Chassis Management Controller is unable to turn on server arg1 due to insufficient power for the arg2 .,,0,1,1,1
train,HPE IML,3,storage,Slot %1 Smart Array: Drive media errors couldnot be recovered by RAID protection,,0,1,1,1
test,DELL LC ,3,board,"The arg1 sensor has failed, and the last recorded value by the sensor was arg2 A.",,0,1,1,1
train,DELL LC ,2,"voltage, current",Processor module arg1 voltage is less than the lower critical threshold.,,0,1,1,1
train,DELL LC ,2,"voltage, current",Chassis power level current is outside of range.,,0,1,1,1
train,DELL LC ,3,"bios, firmware, driver",Lifecycle Controller (LC) firmware was not accessible and is therefore in Recovery mode.,,0,1,1,1
test,DELL LC ,3,memory,Memory device at location arg1 is not installed correctly.,,0,1,1,1
train,DELL LC ,2,battery,Battery - Charge cycles exceeded maximum limit. :OR: Charger - Charge cycles exceeded maximum limit.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",A failure is detected on IO module arg1 .,,0,1,1,1
train,syslog,3,"bus, io module, pci",pmlogger_daily: Failed to connect to bus: Resource temporarily unavailable,,0,1,1,1
train,syslog,3,"bios, firmware, driver",kernel: acpi PNP[kNUM]:00: _OSC: platform does not support [SHPCHotplug AER DPC],https://bbs.archlinux.org/viewtopic.php?id=257499,0,1,1,1
test,syslog,3,file system,kernel: LNetError: LOG ID:(lib-move.c:[kNUM]:lnet_handle_find_routed_path()) no route to [ip]@o2ib from <?>,,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(llite_lib.c:[kNUM]:ll_prep_inode()) new_inode -fatal: rc -4,,0,1,1,1
train,DELL LC ,3,memory,One or more memory errors have occurred on memory slot: arg1 .,,0,1,1,1
train,HPE IML,2,power,Power supply %1 has exceeded the current limit.Power supply output will be disabled.,,0,1,1,1
train,syslog,3,nic,mmsysmon: [E] Event raised: NIC bond[eth ID] is down.,,0,1,1,1
train,DELL LC ,2,board,A CMOS checksum error has occurred. CMOS is reinitialized.,,0,1,1,1
train,syslog,3,os,kernel: pci [pci id] BAR [NUM]: no space for [io size 0x[kNUM]],,0,1,1,1
train,syslog,3,file system,mmfs: [E] Lost membership in cluster sr06.[sth NODE ID]. Unmounting file systems.,,0,1,1,1
train,HPE IML,3,storage,Boot from flash error (%1),,0,1,1,1
train,DELL LC ,2,"bus, io module, pci",Intel QPI interconnect arg1 has a non-recoverable issue.,,0,1,1,1
train,HPE IML,3,"bios, firmware, driver",Invalid firmware image detected on NVDIMM.,,0,1,1,1
train,syslog,3,service,gdrcopy: Module gdrdrv does not exist,,0,1,1,1
train,syslog,3,service,pmlogger: Failed to get unit file state for pmlogger.service: connection out,,0,1,1,1
test,DELL LC ,2,fan,The Chassis was turned off because more than two internal fans stopped functioning.,,0,1,1,1
train,DELL LC ,2,"voltage, current",The disk drive bay arg1 voltage is outside of range.,,0,1,1,1
train,syslog,3,file system,"mmfs: [E] sdrServ: Communication [path] 73 ([ip]) @handleRpcReq[path], [err 144] connection down",,0,1,1,1
train,syslog,3,nic,mmsysmon: [E] Event raised: Physical link of the NIC bond[eth ID] is down,,0,1,1,1
test,HPE IML,3,memory,NVDIMM controller error,,0,1,1,1
train,syslog,3,file system,systemd-fsck: [ADDR]: Dirty bit is set. Fs was not properly unmounted and some data may be corrupt.,,0,1,1,1
test,syslog,3,file system,"mmfs: Error=MMFS_PHOENIX, ID=[ID], Tag=[ID]: reason 2 Failure reason mmchdisk for any disk failures and re-mount.",,0,1,1,1
train,DELL LC ,3,"bmc, management module",Management hardware component is not detected in the Management Module in slot arg1 .,,0,1,1,1
train,syslog,3,service,systemd: nvidia-persistenced.service: Failed with result 'timeout'.,,0,1,1,1
train,DELL LC ,2,power,Unable to turn on I/O Module arg1 due to insufficient chassis power.,,0,1,1,1
train,syslog,3,memory,kernel: Memory failure: 0x[kNUM]: non anonymous thp,,0,1,1,1
train,syslog,3,file system,"kernel: LustreError: LOG ID:(mgc_request.c:[kNUM]:mgc_process_log()) MGC[ip]@o2ib[eth ID]: recover log lscr[kNUM]liir failed, not fatal: rc = -5",,0,1,1,1
test,syslog,3,os,gdm: GLib: g_hash_table_foreach: assertion 'version == hash_table->version' failed,,0,1,1,1
train,syslog,3,"bios, firmware, driver",kernel: NVRM: failed to copy out ioctl data,,0,1,1,1
train,DELL LC ,2,storage,Disk drive bay temperature is outside of range.,,0,1,1,1
test,DELL LC ,3,"voltage, current",The mezzanine card arg1 arg2 voltage is outside of range.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",The LOM riser FRU for slot arg1 FRU ID arg2 is not functioning.,,0,1,1,1
train,syslog,3,"bios, firmware, driver",kernel: nvidia-modeset: ERROR: Failed to find GPU ID,,0,1,1,1
test,DELL LC ,2,storage,No bootable media found.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",The IO Module in slot arg1 is not supported.,,0,1,1,1
train,DELL LC ,3,"bmc, management module",iDRAC not responding.,,0,1,1,1
train,DELL LC ,3,storage,arg1 SAS SMP communications error arg2,,0,1,1,1
train,HPE IML,2,cpu,Server Critical Fault (Service Information: Runtime Fault. Processor(AMD). Processor 2 (02h)),,0,1,1,1
train,DELL LC ,2,"voltage, current",The system board arg1 voltage is less than the lower critical threshold.,,0,1,1,1
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:84:00): 48, pid=7928, An uncorrectable double bit error (DBE) has been detected on GPU in the L2 cache at cache 7, slice 2.",,0,1,1,1
test,DELL LC ,2,os,The OS watchdog timer expired.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",The Mezz card 4 FRU for the server arg1 is not functioning.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",Hardware incompatibility detected with mezzanine card arg1 .,,0,1,1,1
train,DELL LC ,2,board,The arg1 cable or interconnect is not connected or is improperly connected.,,0,1,1,1
train,DELL LC ,3,"bmc, management module",Unable to power on server arg1 because of iDRAC communication issue.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",The IO Module in slot arg1 did not boot within the expected time.,,0,1,1,1
test,DELL LC ,3,"bmc, management module",Server failed to power on because no response from Management Module for power request.,,0,1,1,1
train,syslog,3,file system,"mmfs: [X] File System gpfs.sr06 unmounted by the system with return code 16, reason 1500108505, at line 1132 in [path]",,0,1,1,1
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:84:00): 43, pid=9581, Ch 00000008",,0,1,1,1
train,HPE IML,2,cpu,"UPI Initialization Error: A fatal UPI initializationerror has been detected. %1 (Major Code: %2,Minor Code: %3)",,0,1,1,1
train,syslog,3,file system,mmfs: [E] VERBS RDMA closed connection [ip] ([vngpuc NODE ID]) [path] port [NUM] fabnum [NUM] index [IDX]5 [cookie ID] error 233,,0,1,1,1
train,HPE IML,2,fan,"External chassis fan failure (Chassis %1, Fan%2, Location %3)",,0,1,1,1
train,syslog,3,os,kernel: pci [pci id] BAR [NUM]: no space for [mem size 0x[kNUM] pref],,0,1,1,1
test,DELL LC ,2,"voltage, current",CPU arg1 arg2 voltage is less than the lower critical threshold.,,0,1,1,1
train,syslog,3,storage,kernel: scsi 9:0:0:0: rejecting I/O to [kNUM] device,,0,1,1,1
test,syslog,3,"bios, firmware, driver",kernel: nvidia: loading out-of-tree module taints kernel.,https://forums.developer.nvidia.com/t/failing-to-load-nvidia-driver/221166,0,1,1,1
test,syslog,3,gpu,"NVRM: Xid (PCI:0000:84:00): 48, pid=1323, An uncorrectable double bit error (DBE) has been detected on GPU in the framebuffer at partition 4, subpartition 1.",,0,1,1,1
train,DELL LC ,3,storage,"The NVMe drive is not detected on the PCI tag arg1 , NameSpace ID arg2 .",,0,1,1,1
test,DELL LC ,3,"bus, io module, pci",The Mezz card 1 FRU for the server arg1 is not functioning.,,0,1,1,1
train,HPE IML,2,fan,"%1 Fan failure (Fan %2, Location %3, %4)",,0,1,1,1
test,syslog,3,file system,"mmfs: Error=MMFS_SYSTEM_UNMOUNT, ID=[ID], Tag=[ID]: Unrecoverable file system operation Status code 218. Volume gpfs.sr06",,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",The Chassis Management Controller (CMC) is unable to turn on the storage sled controller installed on server in slot arg1 because the server does not have a Mezzanine card.,,0,1,1,1
train,syslog,3,gpu,kernel: NVRM: No NVIDIA GPU found.,,0,1,1,1
train,syslog,3,file system,unbound-anchor: [1638630027] libunbound[421235:0] error: could not fflush([path]): no space left on device,,0,1,1,1
train,syslog,3,service,"systemd: LSF.mount: Mount process exited, code=killed status=15",,0,1,1,1
test,HPE IML,2,power,"%1 power request denied: %2 (EnclosureAddress %3, Slot %4)",,0,1,1,1
train,DELL LC ,2,"bus, io module, pci",I/O Module arg1 temperature exceeded operating range.,,0,1,1,1
train,DELL LC ,2,battery,Battery - The battery is not installed.,,0,1,1,1
train,syslog,2,os,gvfsd: A connection to the bus can't be made,,0,1,1,1
train,syslog,2,battery,Server_Administrator: [NUM] - Storage Service Controller event log: Battery is discharging: Controller 0 (PERC H745 Adapter),,0,1,1,1
train,DELL LC ,3,"bios, firmware, driver",A BIOS corruption is detected. A BIOS Recovery process is automatically started. This process would take a few minutes.,,0,1,1,1
train,syslog,3,file system,"mmfs: Error=MMFS_PHOENIX, ID=[ID], Tag=[ID]:",,0,1,1,1
train,DELL LC ,3,memory,Correctable memory error rate exceeded for arg1 .,,0,1,1,1
train,DELL LC ,3,board,Programmable interval timer error.,,0,1,1,1
test,DELL LC ,3,storage,A bad disk block on arg1 cannot be reassigned during a write operation.,,0,1,1,1
train,DELL LC ,2,"voltage, current",An over voltage fault detected on power supply arg1 .,,0,1,1,1
train,syslog,2,os,abrt-dump-journal-oops: abrt-dump-journal-oops: Found oopses: 3,,0,1,1,1
train,HPE IML,3,"bus, io module, pci","Uncorrectable PCI Express Error Detected. %1%2 (Segment 0x%2, Bus 0x%3, Device 0x%4,Function 0x%5)",,0,1,1,1
train,HPE IML,3,storage,%1 Smart Array - Controller failure (Status: %2),,0,1,1,1
train,DELL LC ,3,"bmc, management module",The Chassis Management Controller/Management Module (CMC/MM) cannot communicate with the arg1 control panel because of internal issues.,,0,1,1,1
train,syslog,3,service,"abrtd: Too many clients, refusing connections to '[path]'","https://bugzilla.redhat.com/show_bug.cgi?id=1297316, https://forums.fedoraforum.org/showthread.php?315787-All-of-a-sudden-system-sluggish-tonns-of-coredumps",0,1,1,1
train,HPE IML,3,"setting, config","Memory configuration error: No memory isavailable. If DIMMs are installed, verify that theDIMMs are installed properly. System Halted!",,0,1,1,1
train,syslog,3,storage,mmfs: [E] Disk failure. Volume gpfs.sr06. rc = 5. Physical volume DATANSD31.,,0,1,1,1
test,DELL LC ,3,"voltage, current",The arg1 voltage redundancy is lost.,,0,1,1,1
test,syslog,3,file system,kernel: LustreError: LOG ID:(ldlm_lib.c:540:client_obd_setup()) can't add initial connection,,0,1,1,1
train,DELL LC ,3,storage,Drive arg1 is in the critical array.,,0,1,1,1
train,DELL LC ,3,"bios, firmware, driver",A firmware or software incompatibility is detected between arg1 arg2 and arg3 arg4 .,,0,1,1,1
train,DELL LC ,3,battery,The storage battery for disk drive bay arg1 is absent.,,0,1,1,1
test,DELL LC ,3,nic,Unable to detect network connection of arg1 in slot arg2 .,,0,1,1,1
train,syslog,3,file system,dbus-daemon: Cannot setup inotify for '[path]'; error 'No space left on device',,0,1,1,1
test,DELL LC ,3,"bus, io module, pci",A PCI system error was detected on a component at slot arg1 .,,0,1,1,1
train,syslog,3,service,"kernel: lockd: server [ip] not responding, still trying",,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(llite_lib.c:[kNUM]:ll_md_setattr()) md_setattr fails: rc = -5,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",A bus uncorrectable error was detected on a component at bus arg1 device arg2 function arg3 .,,0,1,1,1
train,DELL LC ,3,"bmc, management module",The Intel Management Engine is unresponsive and the server thermal failsafe state is activated.,,0,1,1,1
train,syslog,3,os,kdumpctl: libkmod: kmod_module_get_holders: could not open '[path]': No such file or directory,,0,1,1,1
train,DELL LC ,3,memory,Memory device at location arg1 failed to transition to in test.,,0,1,1,1
train,syslog,3,switch,"kernel: nvidia-nvswitch2: SXid (PCI:[device id]): 20034, Data {0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM]}",,0,1,1,1
train,syslog,3,file system,pmlogger_check: mktemp: failed to create directory via template ??path]?? no space left on device,,0,1,1,1
train,DELL LC ,3,nic,Remote host is not reachable or connection is interrupted.,,0,1,1,1
train,HPE IML,3,memory,"DIMM Initialization Error - Processor %1 DIMM%2. The identified processor and memory failedto initialize properly. %3 (Major Code:%4, MinorCode:%5).",,0,1,1,1
train,syslog,3,file system,mmfs: [E] Close connection [ip] [stnfs NODE ID] <c0n[interface ID]> (connection by peer). Attempting reconnect.,,0,1,1,1
train,DELL LC ,2,"bmc, management module",The CMC arg1 has reset because the thermal threshold was exceeded.,,0,1,1,1
train,syslog,3,"bios, firmware, driver","openib[eth ID]: Module ib_ipoib belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1
train,DELL LC ,3,"voltage, current",The memory module arg1 voltage is outside of range.,,0,1,1,1
train,HPE IML,3,storage,Slot %1 Error: Rx/Tx is disabled on this device,,0,1,1,1
train,HPE IML,3,storage,Drive array cache module critical error,,0,1,1,1
train,HPE IML,3,memory,Correctable Memory Error Threshold exceeded,,0,1,1,1
train,syslog,3,"bmc, management module","kernel: ipmi_si IPI[kNUM]:00: The BMC does not support clearing the recv irq bit, compensating, but the BMC needs to be fixed.","https://openipmi-developer.narkive.com/K6HoYoVk/bug-ipmi-null-device-printing-in-check-set-rcv-irq, https://lists.ubuntu.com/archives/kernel-team/2015-August/061623.html",0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics Exception: ChID [kNUM], Class [kNUM], Offset [kNUM], Data [kNUM]",,0,1,1,1
test,DELL LC ,2,power,Power supply arg1 is incorrectly configured.,,0,1,1,1
train,DELL LC ,3,"bios, firmware, driver","Memory is detected, but is not configurable.",,0,1,1,1
test,DELL LC ,3,board,Timer refresh failed.,,0,1,1,1
test,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 94, pid=[PIDNUM], Contained: CE User Channel ([NUM]xc). RST: No, D-RST: No",,0,1,1,1
train,DELL LC ,2,"voltage, current",Could not power down 240VA on power unit arg1 .,,0,1,1,1
test,DELL LC ,2,"voltage, current",The disk drive bay arg1 voltage is greater than the upper critical threshold.,,0,1,1,1
train,HPE IML,3,storage,%1 Smart Array: Drive is failed: Port %2 Box %3Bay %4,,0,1,1,1
train,syslog,3,file system,"mmfs: Error=MMFS_SYSTEM_UNMOUNT, ID=[ID], Tag=[ID]: Unrecoverable file system operation Status code 16. Volume gpfs.sr06",,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(client.c:[kNUM]:ptlrpc_replay_interpret()) @@@ request replay timed out.#012 req@[ID] x[ID][path]([NUM]) o4->lsr05-OST[kNUM]osc-[ID]@[ip]@o2ib:6[path] lens 488[path] e 13 to 1 dl [kNUM] ref 2 fl Interpret:EeX[path] rc [kNUM][path],,0,1,1,1
test,syslog,3,file system,kernel: LustreError: LOG ID:(osc_request.c:[kNUM]:osc_brw_redo_request()) @@@ redo for recoverable error -30 req@[ID] x[ID][path]([NUM]) o4->lsr05-OST[kNUM]osc-[ID]@[ip]@o2ib:6[path] lens 520[path] e 0 to 0 dl [kNUM] ref 2 fl Interpret:RM[path] rc -30[path],,0,1,1,1
train,syslog,3,file system,kernel: FAT-fs (sdb): invalid media value ([NUM]xb9),,0,1,1,1
test,DELL LC ,3,storage,Servers are turned off to allocate power to the newly inserted hard disk drives.,,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(mgc_request.c:599:do_requeue()) failed processing log: -5,,0,1,1,1
