text,class,label,train/test,top_attention_words,masked_text_attention
The IO Module in slot arg1 did not boot within the expected time.,"bus, io module, pci",0,train,"['did', 'The']",IO Module in slot arg1 not boot within expected time.
Server failed to power on because no response from Management Module for power request.,"bmc, management module",0,test,"['because', 'failed']",Server to power on no response from Management Module for power request.
"mmfs: [X] File System gpfs.sr06 unmounted by the system with return code 16, reason 1500108505, at line 1132 in [path]",file system,0,train,"['with', 'File']","mmfs: [X] System gpfs.sr06 unmounted by the system return code 16, reason 1500108505, at line 1132 in [path]"
"NVRM: Xid (PCI:0000:84:00): 43, pid=9581, Ch 00000008",gpu,0,train,"['43,']","NVRM: Xid (PCI:0000:84:00): pid=9581, Ch 00000008"
"UPI Initialization Error: A fatal UPI initializationerror has been detected. %1 (Major Code: %2,Minor Code: %3)",cpu,0,train,"['Error:', 'fatal']","UPI Initialization A UPI initializationerror has been detected. %1 (Major Code: %2,Minor Code: %3)"
mmfs: [E] VERBS RDMA closed connection [ip] ([vngpuc NODE ID]) [path] port [NUM] fabnum [NUM] index [IDX]5 [cookie ID] error 233,file system,0,train,"['mmfs:', 'closed']",[E] VERBS RDMA connection [ip] ([vngpuc NODE ID]) [path] port [NUM] fabnum [NUM] index [IDX]5 [cookie ID] error 233
"External chassis fan failure (Chassis %1, Fan%2, Location %3)",fan,0,train,['failure'],"External chassis fan (Chassis %1, Fan%2, Location %3)"
kernel: pci [pci id] BAR [NUM]: no space for [mem size 0x[kNUM] pref],os,0,train,"['kernel:', 'pci']",[pci id] BAR [NUM]: no space for [mem size 0x[kNUM] pref]
CPU arg1 arg2 voltage is less than the lower critical threshold.,"voltage, current",0,test,"['is', 'CPU']",arg1 arg2 voltage less than the lower critical threshold.
kernel: scsi 9:0:0:0: rejecting I/O to [kNUM] device,storage,0,train,['to'],kernel: scsi 9:0:0:0: rejecting I/O [kNUM] device
kernel: nvidia: loading out-of-tree module taints kernel.,"bios, firmware, driver",0,test,['loading'],kernel: nvidia: out-of-tree module taints kernel.
"NVRM: Xid (PCI:0000:84:00): 48, pid=1323, An uncorrectable double bit error (DBE) has been detected on GPU in the framebuffer at partition 4, subpartition 1.",gpu,0,test,"['48,', 'has', 'NVRM:']","Xid (PCI:0000:84:00): pid=1323, An uncorrectable double bit error (DBE) been detected on GPU in the framebuffer at partition 4, subpartition 1."
"The NVMe drive is not detected on the PCI tag arg1 , NameSpace ID arg2 .",storage,0,train,"['is', 'The']","NVMe drive not detected on PCI tag arg1 , NameSpace ID arg2 ."
The Mezz card 1 FRU for the server arg1 is not functioning.,"bus, io module, pci",0,test,"['The', 'is']",Mezz card 1 FRU for server arg1 not functioning.
"%1 Fan failure (Fan %2, Location %3, %4)",fan,0,train,['failure'],"%1 Fan (Fan %2, Location %3, %4)"
"mmfs: Error=MMFS_SYSTEM_UNMOUNT, ID=[ID], Tag=[ID]: Unrecoverable file system operation Status code 218. Volume gpfs.sr06",file system,0,test,"['mmfs:', 'operation']","Error=MMFS_SYSTEM_UNMOUNT, ID=[ID], Tag=[ID]: Unrecoverable file system Status code 218. Volume gpfs.sr06"
The Chassis Management Controller (CMC) is unable to turn on the storage sled controller installed on server in slot arg1 because the server does not have a Mezzanine card.,"bus, io module, pci",0,train,"['is', 'The', 'unable']",Chassis Management Controller (CMC) to turn on storage sled controller installed on server in slot arg1 because server does not have a Mezzanine card.
kernel: NVRM: No NVIDIA GPU found.,gpu,0,train,['No'],kernel: NVRM: NVIDIA GPU found.
unbound-anchor: [1638630027] libunbound[421235:0] error: could not fflush([path]): no space left on device,file system,0,train,"['could', 'not']",unbound-anchor: [1638630027] libunbound[421235:0] error: fflush([path]): no space left on device
"systemd: LSF.mount: Mount process exited, code=killed status=15",service,0,train,['systemd:'],"LSF.mount: Mount process exited, code=killed status=15"
"%1 power request denied: %2 (EnclosureAddress %3, Slot %4)",power,0,test,['denied:'],"%1 power request %2 (EnclosureAddress %3, Slot %4)"
I/O Module arg1 temperature exceeded operating range.,"bus, io module, pci",0,train,['exceeded'],I/O Module arg1 temperature operating range.
Battery - The battery is not installed.,battery,0,train,['-'],Battery The battery is not installed.
gvfsd: A connection to the bus can't be made,os,0,train,"[""can't""]",gvfsd: A connection to the bus be made
Server_Administrator: [NUM] - Storage Service Controller event log: Battery is discharging: Controller 0 (PERC H745 Adapter),battery,0,train,"['event', 'is']",Server_Administrator: [NUM] - Storage Service Controller log: Battery discharging: Controller 0 (PERC H745 Adapter)
A BIOS corruption is detected. A BIOS Recovery process is automatically started. This process would take a few minutes.,"bios, firmware, driver",0,train,"['corruption', 'detected.']",A BIOS is A BIOS Recovery process is automatically started. This process would take a few minutes.
"mmfs: Error=MMFS_PHOENIX, ID=[ID], Tag=[ID]:",file system,0,train,['mmfs:'],"Error=MMFS_PHOENIX, ID=[ID], Tag=[ID]:"
Correctable memory error rate exceeded for arg1 .,memory,0,train,['exceeded'],Correctable memory error rate for arg1 .
Programmable interval timer error.,board,0,train,['interval'],Programmable timer error.
A bad disk block on arg1 cannot be reassigned during a write operation.,storage,0,test,"['cannot', 'A']",bad disk block on arg1 be reassigned during write operation.
An over voltage fault detected on power supply arg1 .,"voltage, current",0,train,['An'],over voltage fault detected on power supply arg1 .
abrt-dump-journal-oops: abrt-dump-journal-oops: Found oopses: 3,os,0,train,['3'],abrt-dump-journal-oops: abrt-dump-journal-oops: Found oopses:
"Uncorrectable PCI Express Error Detected. %1%2 (Segment 0x%2, Bus 0x%3, Device 0x%4,Function 0x%5)","bus, io module, pci",0,train,"['Detected.', 'Error']","Uncorrectable PCI Express %1%2 (Segment 0x%2, Bus 0x%3, Device 0x%4,Function 0x%5)"
%1 Smart Array - Controller failure (Status: %2),storage,0,train,['failure'],%1 Smart Array - Controller (Status: %2)
The Chassis Management Controller/Management Module (CMC/MM) cannot communicate with the arg1 control panel because of internal issues.,"bmc, management module",0,train,"['cannot', 'The']",Chassis Management Controller/Management Module (CMC/MM) communicate with arg1 control panel because of internal issues.
"abrtd: Too many clients, refusing connections to '[path]'",service,0,train,['Too'],"abrtd: many clients, refusing connections to '[path]'"
"Memory configuration error: No memory isavailable. If DIMMs are installed, verify that theDIMMs are installed properly. System Halted!","setting, config",0,train,"['error:', 'No']","Memory configuration memory isavailable. If DIMMs are installed, verify that theDIMMs are installed properly. System Halted!"
mmfs: [E] Disk failure. Volume gpfs.sr06. rc = 5. Physical volume DATANSD31.,storage,0,train,"['failure.', 'mmfs:']",[E] Disk Volume gpfs.sr06. rc = 5. Physical volume DATANSD31.
The arg1 voltage redundancy is lost.,"voltage, current",0,test,['is'],The arg1 voltage redundancy lost.
kernel: LustreError: LOG ID:(ldlm_lib.c:540:client_obd_setup()) can't add initial connection,file system,0,test,"[""can't""]",kernel: LustreError: LOG ID:(ldlm_lib.c:540:client_obd_setup()) add initial connection
Drive arg1 is in the critical array.,storage,0,train,['is'],Drive arg1 in the critical array.
A firmware or software incompatibility is detected between arg1 arg2 and arg3 arg4 .,"bios, firmware, driver",0,train,"['is', 'detected']",A firmware or software incompatibility between arg1 arg2 and arg3 arg4 .
The storage battery for disk drive bay arg1 is absent.,battery,0,train,['is'],The storage battery for disk drive bay arg1 absent.
Unable to detect network connection of arg1 in slot arg2 .,nic,0,test,"['detect', 'Unable']",to network connection of arg1 in slot arg2 .
dbus-daemon: Cannot setup inotify for '[path]'; error 'No space left on device',file system,0,train,"['Cannot', 'error']",dbus-daemon: setup inotify for '[path]'; 'No space left on device'
A PCI system error was detected on a component at slot arg1 .,"bus, io module, pci",0,test,"['was', 'error']",A PCI system detected on a component at slot arg1 .
"kernel: lockd: server [ip] not responding, still trying",service,0,train,['trying'],"kernel: lockd: server [ip] not responding, still"
kernel: LustreError: LOG ID:(llite_lib.c:[kNUM]:ll_md_setattr()) md_setattr fails: rc = -5,file system,0,train,['kernel:'],LustreError: LOG ID:(llite_lib.c:[kNUM]:ll_md_setattr()) md_setattr fails: rc = -5
A bus uncorrectable error was detected on a component at bus arg1 device arg2 function arg3 .,"bus, io module, pci",0,train,"['was', 'at']",A bus uncorrectable error detected on a component bus arg1 device arg2 function arg3 .
The Intel Management Engine is unresponsive and the server thermal failsafe state is activated.,"bmc, management module",0,train,"['and', 'is']",The Intel Management Engine unresponsive the server thermal failsafe state activated.
kdumpctl: libkmod: kmod_module_get_holders: could not open '[path]': No such file or directory,os,0,train,"['could', 'No']",kdumpctl: libkmod: kmod_module_get_holders: not open '[path]': such file or directory
Memory device at location arg1 failed to transition to in test.,memory,0,train,['at'],Memory device location arg1 failed to transition to in test.
"kernel: nvidia-nvswitch2: SXid (PCI:[device id]): 20034, Data {0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM]}",switch,0,train,['kernel:'],"nvidia-nvswitch2: SXid (PCI:[device id]): 20034, Data {0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM], 0x[kNUM]}"
pmlogger_check: mktemp: failed to create directory via template ??path]?? no space left on device,file system,0,train,"['failed', 'directory']",pmlogger_check: mktemp: to create via template ??path]?? no space left on device
Remote host is not reachable or connection is interrupted.,nic,0,train,['is'],Remote host not reachable or connection interrupted.
"DIMM Initialization Error - Processor %1 DIMM%2. The identified processor and memory failedto initialize properly. %3 (Major Code:%4, MinorCode:%5).",memory,0,train,"['Error', 'failedto']","DIMM Initialization - Processor %1 DIMM%2. The identified processor and memory initialize properly. %3 (Major Code:%4, MinorCode:%5)."
mmfs: [E] Close connection [ip] [stnfs NODE ID] <c0n[interface ID]> (connection by peer). Attempting reconnect.,file system,0,train,"['Close', 'mmfs:']",[E] connection [ip] [stnfs NODE ID] <c0n[interface ID]> (connection by peer). Attempting reconnect.
The CMC arg1 has reset because the thermal threshold was exceeded.,"bmc, management module",0,train,"['because', 'The']",CMC arg1 has reset thermal threshold was exceeded.
"openib[eth ID]: Module ib_ipoib belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]","bios, firmware, driver",0,train,"['belong', 'ID]:']","openib[eth Module ib_ipoib to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]"
The memory module arg1 voltage is outside of range.,"voltage, current",0,train,['is'],The memory module arg1 voltage outside of range.
Slot %1 Error: Rx/Tx is disabled on this device,storage,0,train,['is'],Slot %1 Error: Rx/Tx disabled on this device
Drive array cache module critical error,storage,0,train,['error'],Drive array cache module critical
Correctable Memory Error Threshold exceeded,memory,0,train,['exceeded'],Correctable Memory Error Threshold
"kernel: ipmi_si IPI[kNUM]:00: The BMC does not support clearing the recv irq bit, compensating, but the BMC needs to be fixed.","bmc, management module",0,train,"['but', 'kernel:']","ipmi_si IPI[kNUM]:00: The BMC does not support clearing the recv irq bit, compensating, the BMC needs to be fixed."
"kernel: NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics Exception: ChID [kNUM], Class [kNUM], Offset [kNUM], Data [kNUM]",gpu,0,train,"['Exception:', 'kernel:']","NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics ChID [kNUM], Class [kNUM], Offset [kNUM], Data [kNUM]"
Power supply arg1 is incorrectly configured.,power,0,test,['is'],Power supply arg1 incorrectly configured.
"Memory is detected, but is not configurable.","bios, firmware, driver",0,train,['Memory'],"is detected, but is not configurable."
Timer refresh failed.,board,0,test,['failed.'],Timer refresh
"kernel: NVRM: Xid (PCI:[device id]): 94, pid=[PIDNUM], Contained: CE User Channel ([NUM]xc). RST: No, D-RST: No",gpu,0,test,"['kernel:', '94,']","NVRM: Xid (PCI:[device id]): pid=[PIDNUM], Contained: CE User Channel ([NUM]xc). RST: No, D-RST: No"
Could not power down 240VA on power unit arg1 .,"voltage, current",0,train,['Could'],not power down 240VA on power unit arg1 .
The disk drive bay arg1 voltage is greater than the upper critical threshold.,"voltage, current",0,test,"['is', 'The']",disk drive bay arg1 voltage greater than upper critical threshold.
%1 Smart Array: Drive is failed: Port %2 Box %3Bay %4,storage,0,train,"['is', 'Port']",%1 Smart Array: Drive failed: %2 Box %3Bay %4
"mmfs: Error=MMFS_SYSTEM_UNMOUNT, ID=[ID], Tag=[ID]: Unrecoverable file system operation Status code 16. Volume gpfs.sr06",file system,0,train,"['operation', 'mmfs:']","Error=MMFS_SYSTEM_UNMOUNT, ID=[ID], Tag=[ID]: Unrecoverable file system Status code 16. Volume gpfs.sr06"
kernel: LustreError: LOG ID:(client.c:[kNUM]:ptlrpc_replay_interpret()) @@@ request replay timed out.#012 req@[ID] x[ID][path]([NUM]) o4->lsr05-OST[kNUM]osc-[ID]@[ip]@o2ib:6[path] lens 488[path] e 13 to 1 dl [kNUM] ref 2 fl Interpret:EeX[path] rc [kNUM][path],file system,0,train,"['to', 'kernel:', 'fl']",LustreError: LOG ID:(client.c:[kNUM]:ptlrpc_replay_interpret()) @@@ request replay timed out.#012 req@[ID] x[ID][path]([NUM]) o4->lsr05-OST[kNUM]osc-[ID]@[ip]@o2ib:6[path] lens 488[path] e 13 1 dl [kNUM] ref 2 Interpret:EeX[path] rc [kNUM][path]
kernel: LustreError: LOG ID:(osc_request.c:[kNUM]:osc_brw_redo_request()) @@@ redo for recoverable error -30 req@[ID] x[ID][path]([NUM]) o4->lsr05-OST[kNUM]osc-[ID]@[ip]@o2ib:6[path] lens 520[path] e 0 to 0 dl [kNUM] ref 2 fl Interpret:RM[path] rc -30[path],file system,0,test,"['fl', 'kernel:', 'for']",LustreError: LOG ID:(osc_request.c:[kNUM]:osc_brw_redo_request()) @@@ redo recoverable error -30 req@[ID] x[ID][path]([NUM]) o4->lsr05-OST[kNUM]osc-[ID]@[ip]@o2ib:6[path] lens 520[path] e 0 to 0 dl [kNUM] ref 2 Interpret:RM[path] rc -30[path]
kernel: FAT-fs (sdb): invalid media value ([NUM]xb9),file system,0,train,['kernel:'],FAT-fs (sdb): invalid media value ([NUM]xb9)
Servers are turned off to allocate power to the newly inserted hard disk drives.,storage,0,test,"['are', 'to']",Servers turned off allocate power the newly inserted hard disk drives.
kernel: LustreError: LOG ID:(mgc_request.c:599:do_requeue()) failed processing log: -5,file system,0,train,['failed'],kernel: LustreError: LOG ID:(mgc_request.c:599:do_requeue()) processing log: -5
mmfs: [E] Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]> (connection by peer). Attempting reconnect.,file system,0,train,"['mmfs:', 'Close']",[E] connection [ip] [vngpuc NODE ID] <c0n[interface ID]> (connection by peer). Attempting reconnect.
Chassis Management Controller (CMC) is unable to turn on the component arg1 - arg2 because of insufficient power.,power,0,train,"['is', 'to']",Chassis Management Controller (CMC) unable turn on the component arg1 - arg2 because of insufficient power.
The arg1 NVRAM has corrupt data.,storage,0,train,['The'],arg1 NVRAM has corrupt data.
"mmsysmon: [E] Event raised: A majority of the quorum nodes are not reachable over the management network Item=PC_QUORUM_NODES,ErrMsg='Ping CCR quorum nodes failed',Failed='[ip];[ip];[ip]'",file system,0,train,"['are', 'raised:']","mmsysmon: [E] Event A majority of the quorum nodes not reachable over the management network Item=PC_QUORUM_NODES,ErrMsg='Ping CCR quorum nodes failed',Failed='[ip];[ip];[ip]'"
The OS watchdog timer powered cycle the system.,os,0,train,['The'],OS watchdog timer powered cycle system.
kernel: ipmi_si IPI[kNUM]:00: There appears to be no BMC at this location,"bmc, management module",0,train,"['kernel:', 'ipmi_si']",IPI[kNUM]:00: There appears to be no BMC at this location
"kernel: NVRM: API mismatch: the client has the version [version], but#012NVRM: this kernel module has the version [version] Please#012NVRM: make sure that this kernel module and all NVIDIA driver#012NVRM: components have the same version.","bios, firmware, driver",0,test,"['kernel:', 'client', 'make']","NVRM: API mismatch: the has the version [version], but#012NVRM: this kernel module has the version [version] Please#012NVRM: sure that this kernel module and all NVIDIA driver#012NVRM: components have the same version."
kernel: XFS (md[NUM]:) log I/O error -5,file system,0,test,['kernel:'],XFS (md[NUM]:) log I/O error -5
kernel: BUG: Bad page cache in process ptlrpcd_04_03 pfn:[kNUM],os,0,train,['cache'],kernel: BUG: Bad page in process ptlrpcd_04_03 pfn:[kNUM]
"smad: [ALERT ]: CRITICAL: Improperly seated or missing device (Standby fault, Riser 3)","bus, io module, pci",0,test,"['device', 'seated']","smad: [ALERT ]: CRITICAL: Improperly or missing (Standby fault, Riser 3)"
A PCIe error has occurred.,"bus, io module, pci",0,train,['occurred.'],A PCIe error has
kernel: mlx5_core [device id]: poll_health:838:([PID]): Fatal error 1 detected,"bios, firmware, driver",0,train,['detected'],kernel: mlx5_core [device id]: poll_health:838:([PID]): Fatal error 1
A fatal error was detected on a component at bus arg1 device arg2 function arg3 .,"bus, io module, pci",0,train,"['was', 'error']",A fatal detected on a component at bus arg1 device arg2 function arg3 .
"Server_Administrator: [NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: VLT401, Message: Unable to read PS1 Voltage 1 sensor value.","voltage, current",0,train,"['to', 'sensor']","Server_Administrator: [NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: VLT401, Message: Unable read PS1 Voltage 1 value."
mmfs: [E] Close connection [ip] [sth NODE ID] <c0n[interface ID]> (connection by peer). Attempting reconnect.,file system,0,train,"['peer).', 'mmfs:']",[E] Close connection [ip] [sth NODE ID] <c0n[interface ID]> (connection by Attempting reconnect.
"NVRM: Xid (PCI:0000:01:00): 74, pid=1674201, NVLink: Failed to train link 0 to remote PCI:0000:41:00",gpu,0,train,"['Failed', 'train']","NVRM: Xid (PCI:0000:01:00): 74, pid=1674201, NVLink: to link 0 to remote PCI:0000:41:00"
The mezzanine card arg1 is absent.,"bus, io module, pci",0,train,['The'],mezzanine card arg1 is absent.
"mmfs: [E] sdrServ: Communication [path] 134 (<none>)[path], [err 79] Can not access a needed shared library",file system,0,train,"['not', 'Can']","mmfs: [E] sdrServ: Communication [path] 134 (<none>)[path], [err 79] access a needed shared library"
systemd: nv_peer_mem[SEC]service: Failed with result 'exit-code'.,service,0,train,['Failed'],systemd: nv_peer_mem[SEC]service: with result 'exit-code'.
kernel: LustreError: LOG ID:(osc_request.c:[kNUM]:osc_brw_redo_request()) @@@ redo for recoverable error -5 req@[ID] x[ID][path]([NUM]) o4->lsr05-OST[kNUM]osc-[ID]@[ip]@o2ib:6[path] lens [kNUM][path] e 0 to 0 dl [kNUM] ref 2 fl Interpret:RM[path] rc -5[path],file system,0,train,"['fl', 'kernel:', 'for']",LustreError: LOG ID:(osc_request.c:[kNUM]:osc_brw_redo_request()) @@@ redo recoverable error -5 req@[ID] x[ID][path]([NUM]) o4->lsr05-OST[kNUM]osc-[ID]@[ip]@o2ib:6[path] lens [kNUM][path] e 0 to 0 dl [kNUM] ref 2 Interpret:RM[path] rc -5[path]
mmfs: [E] Close connection [ip] [sth NODE ID] <c0n[interface ID]> (Broken pipe). Attempting reconnect.,file system,0,train,"['pipe).', 'mmfs:']",[E] Close connection [ip] [sth NODE ID] <c0n[interface ID]> (Broken Attempting reconnect.
kernel: LustreError: LOG ID:(obd_mount.c:202:lustre_start_simple()) MGC[ip]@o2ib setup error -2,file system,0,test,['kernel:'],LustreError: LOG ID:(obd_mount.c:202:lustre_start_simple()) MGC[ip]@o2ib setup error -2
Intel DDR Memory interconnect arg1 has a non-recoverable issue.,memory,0,train,['has'],Intel DDR Memory interconnect arg1 a non-recoverable issue.
Unable to access the PSU arg1 FRU data.,power,0,train,['Unable'],to access the PSU arg1 FRU data.
collectl: Error 'connection by peer' writing to socket,nic,0,train,['writing'],collectl: Error 'connection by peer' to socket
kernel: LustreError: LOG ID:(mdc_locks.c:[kNUM]:mdc_intent_getattr_async_interpret()) ldlm_cli_enqueue_fini: -5,file system,0,train,['kernel:'],LustreError: LOG ID:(mdc_locks.c:[kNUM]:mdc_intent_getattr_async_interpret()) ldlm_cli_enqueue_fini: -5
Failed to boot from A.,storage,0,train,['Failed'],to boot from A.
An output under voltage fault detected on power supply arg1 .,"voltage, current",0,train,"['under', 'An']",output voltage fault detected on power supply arg1 .
mmsysmon: [E] Event raised: The node is not able to reach enough quorum nodes[path] to work properly.,file system,0,train,"['is', 'reach']",mmsysmon: [E] Event raised: The node not able to enough quorum nodes[path] to work properly.
Unable to turn on the server arg1 because the power requirement request exceeds the power cap value.,power,0,train,"['to', 'because']",Unable turn on the server arg1 the power requirement request exceeds the power cap value.
Fan - The ( arg1 ) fan is running faster than expected.,fan,0,train,"['is', 'The']",Fan - ( arg1 ) fan running faster than expected.
CEM Storage Management encountered internal error.,"bios, firmware, driver",0,train,['encountered'],CEM Storage Management internal error.
nv-fabricmanager: lost socket connection global and local fabric manager instance,"bios, firmware, driver",0,train,['lost'],nv-fabricmanager: socket connection global and local fabric manager instance
DIMM initialization error,memory,0,test,['error'],DIMM initialization
systemd: nvidia-persistenced.service: Processes still around after SIGKILL. Ignoring.,service,0,train,['still'],systemd: nvidia-persistenced.service: Processes around after SIGKILL. Ignoring.
"kernel: NVRM: Xid (PCI:[device id]): 80, pid=[PIDNUM], Channel ID [kNUM] intr0 [kNUM]",gpu,0,train,"['kernel:', 'Xid']","NVRM: (PCI:[device id]): 80, pid=[PIDNUM], Channel ID [kNUM] intr0 [kNUM]"
mmsysmon: [E] Event raised: The file system gpfs.sr06 was forced (forced) to unmount.,file system,0,test,"['forced', 'was']",mmsysmon: [E] Event raised: The file system gpfs.sr06 (forced) to unmount.
CPU arg1 arg2 voltage is outside of range.,"voltage, current",0,train,['is'],CPU arg1 arg2 voltage outside of range.
"Server_Administrator: [NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: SYS105, Message: Unable to process the event: An OEM diagnostic event occurred. Date and time of event: Sat Apr 23 06:56:15 2022.","bios, firmware, driver",0,train,"['to', 'Unable', 'Warning,', 'Server_Administrator:']","[NUM] - Instrumentation Severity: Category: System Health, MessageID: SYS105, Message: process the event: An OEM diagnostic event occurred. Date and time of event: Sat Apr 23 06:56:15 2022."
DMA controller failed.,board,0,train,['failed.'],DMA controller
kernel: XFS (md[NUM]:) Unable to update superblock counters. Freespace may not be correct [path] mount.,file system,0,train,"['kernel:', 'to']",XFS (md[NUM]:) Unable update superblock counters. Freespace may not be correct [path] mount.
"NVRM: Xid (PCI:0000:84:00): 48, pid=13803, An uncorrectable ECC error has been detected on GPU in GPC6 GCC",gpu,0,train,"['48,', 'has']","NVRM: Xid (PCI:0000:84:00): pid=13803, An uncorrectable ECC error been detected on GPU in GPC6 GCC"
An output under current fault detected on power supply arg1 .,"voltage, current",0,train,"['An', 'detected']",output under current fault on power supply arg1 .
Uncorrectable Machine Check Exception detected on CPU arg1 .,cpu,0,train,['detected'],Uncorrectable Machine Check Exception on CPU arg1 .
The system is halted because of insufficient power.,power,0,train,['is'],The system halted because of insufficient power.
Bad block sense error from arg1,storage,0,train,['Bad'],block sense error from arg1
The Multi-Chassis Management (MCM) lead chassis is unable to communicate with the backup chassis arg1 because of network issues.,nic,0,train,"['The', 'is']",Multi-Chassis Management (MCM) lead chassis unable to communicate with backup chassis arg1 because of network issues.
Unable to allocated required CMC resources.,"bmc, management module",0,train,['Unable'],to allocated required CMC resources.
CMOS failed.,board,0,test,['failed.'],CMOS
abrt-dump-journal-oops: Reported 1 kernel oopses to Abrt,os,0,train,['to'],abrt-dump-journal-oops: Reported 1 kernel oopses Abrt
systemd: openib[eth ID].service: Failed with result 'exit-code'.,service,0,train,['Failed'],systemd: openib[eth ID].service: with result 'exit-code'.
Unable to connect to the device over arg1 because a connection error occurred.,"bus, io module, pci",0,train,"['Unable', 'because']",to connect to the device over arg1 a connection error occurred.
mmsysmon: [E] Event raised: The IBM Spectrum Scale service process is unresponsive [path] node. Normal operation be done.,file system,0,train,"['is', 'raised:']",mmsysmon: [E] Event The IBM Spectrum Scale service process unresponsive [path] node. Normal operation be done.
kernel: LNetError: LOG ID:(o2iblnd.c:[kNUM]:kiblnd_dev_failover()) Failed to bind ens[eth ID]:[ip] to device([NUM]b): -19,file system,0,test,"['kernel:', 'to']",LNetError: LOG ID:(o2iblnd.c:[kNUM]:kiblnd_dev_failover()) Failed bind ens[eth ID]:[ip] device([NUM]b): -19
The arg1 sensor detected an error with a value of arg2 RPM.,fan,0,test,"['The', 'sensor']",arg1 detected an error with a value of arg2 RPM.
kernel: nv_peer_mem: Unknown symbol nvidia_p2p_dma_map_pages (err -22),"bios, firmware, driver",0,test,['kernel:'],nv_peer_mem: Unknown symbol nvidia_p2p_dma_map_pages (err -22)
"mmfs: Error=MMFS_PHOENIX, ID=[ID], Tag=[ID]: reason 46 Failure reason failed for gpfs.sr06 after daemon",file system,0,train,"['failed', 'for']","mmfs: Error=MMFS_PHOENIX, ID=[ID], Tag=[ID]: reason 46 Failure reason gpfs.sr06 after daemon"
A write error occurred on the Flash Media in Slot%1 of a USB storage device attached to thesystem,storage,0,train,"['occurred', 'write']",A error on the Flash Media in Slot%1 of a USB storage device attached to thesystem
kernel: megaraid_sas [device id]: megasas_disable_intr_fusion called outbound_intr_mask:0x[kNUM],storage,0,train,['kernel:'],megaraid_sas [device id]: megasas_disable_intr_fusion called outbound_intr_mask:0x[kNUM]
An over-temperature event detected on I/O module arg1 .,"bus, io module, pci",0,test,['An'],over-temperature event detected on I/O module arg1 .
"kernel: nvme nvme1: Device not ready; aborting initialisation, CSTS=[ADDR]",storage,0,test,['ready;'],"kernel: nvme nvme1: Device not aborting initialisation, CSTS=[ADDR]"
The system performance degraded because of thermal protection.,board,0,train,['degraded'],The system performance because of thermal protection.
kernel: nv_peer_mem: Unknown symbol nvidia_p2p_dma_unmap_pages (err -22),"bios, firmware, driver",0,train,['kernel:'],nv_peer_mem: Unknown symbol nvidia_p2p_dma_unmap_pages (err -22)
"kernel: nfs: server [ip] not responding, timed out",file system,0,test,['kernel:'],"nfs: server [ip] not responding, timed out"
mmfs: [E] Timed out in [SEC] seconds waiting for a commMsgCheckMessages reply from node [ip] [agpu NODE ID]. Sending expel message.,file system,0,train,"['mmfs:', 'waiting', 'Timed']",[E] out in [SEC] seconds for a commMsgCheckMessages reply from node [ip] [agpu NODE ID]. Sending expel message.
Unable to turn on the server arg1 because of an inconsistency between the chassis and server components.,board,0,train,"['inconsistency', 'to']",Unable turn on the server arg1 because of an between the chassis and server components.
"kernel: LustreError: LOG ID:(osc_cache.c:962:osc_extent_wait()) extent [ID]@{[0 -> [kNUM][path]], [3|0|+|rpc|wiY|[ID]], [[kNUM]|[kNUM]|+|-|[ID]|[kNUM]|[ID]]} lsr05-OST[kNUM]osc-[ID]: wait ext to 0 timedout, recovery in progress?",file system,0,test,"['kernel:', 'to']","LustreError: LOG ID:(osc_cache.c:962:osc_extent_wait()) extent [ID]@{[0 -> [kNUM][path]], [3|0|+|rpc|wiY|[ID]], [[kNUM]|[kNUM]|+|-|[ID]|[kNUM]|[ID]]} lsr05-OST[kNUM]osc-[ID]: wait ext 0 timedout, recovery in progress?"
The system has detected a storage backplane that is not supported in this system or configuration. The backplanes functionality may be degraded or disabled.,"setting, config",0,train,"['has', 'detected', 'a']",The system storage backplane that is not supported in this system or configuration. The backplanes functionality may be degraded or disabled.
The arg1 voltage is outside of range.,"voltage, current",0,test,['The'],arg1 voltage is outside of range.
kernel: nvidia_exit_module+[ADDR][path] [nvidia],"bios, firmware, driver",0,train,['kernel:'],nvidia_exit_module+[ADDR][path] [nvidia]
DIMM Initialization Error: Processor %1 %2,memory,0,train,['Error:'],DIMM Initialization Processor %1 %2
mmsysmon: [E] Event raised: Reconnect to [ip] [agpu NODE ID] <c0n[interface ID]> failed,file system,0,train,"['failed', 'to']",mmsysmon: [E] Event raised: Reconnect [ip] [agpu NODE ID] <c0n[interface ID]>
